city,trips_in_first_30_days,signup_date,avg_rating_of_driver,avg_surge,last_trip_date,phone,surge_pct,ultimate_black_user,weekday_pct,avg_dist,avg_rating_by_driver,days_active,days_inactive,Sixth_Month_User
1,2,2014-01-17,5.0,1.0,2014-02-21,2,0.0,False,100.0,14.16,5.0,35,130,0.0
2,2,2014-01-21,4.9,1.0,2014-06-25,1,0.0,False,50.0,2.43,4.5,155,6,1.0
2,0,2014-01-02,4.0,1.0,2014-04-26,1,0.0,False,50.0,1.38,5.0,114,66,0.0
1,24,2014-01-22,4.9,1.04,2014-06-30,1,5.8,True,61.6,4.69,4.8,159,1,1.0
1,1,2014-01-09,4.9,1.0,2014-06-23,1,0.0,True,100.0,13.73,5.0,165,8,1.0
3,2,2014-01-31,4.0,1.0,2014-02-01,1,0.0,False,50.0,0.83,5.0,1,150,0.0
3,0,2014-01-18,4.0,1.88,2014-05-10,1,50.0,False,0.0,3.8,5.0,112,52,0.0
3,1,2014-01-25,4.0,1.5,2014-01-26,2,100.0,False,0.0,5.72,5.0,1,156,0.0
3,1,2014-01-13,4.5,1.0,2014-03-17,1,0.0,False,50.0,16.52,5.0,63,106,0.0
1,2,2014-01-22,5.0,1.0,2014-06-18,1,0.0,True,66.7,1.4,5.0,147,13,1.0
2,3,2014-01-10,4.0,1.0,2014-04-19,2,0.0,False,50.0,3.0,4.2,99,73,0.0
2,6,2014-01-20,5.0,1.33,2014-01-22,1,33.3,False,100.0,2.93,5.0,2,160,0.0
3,1,2014-01-18,5.0,1.25,2014-01-19,1,100.0,False,0.0,3.61,5.0,1,163,0.0
3,4,2014-01-04,4.8,1.0,2014-01-28,1,0.0,False,100.0,1.75,4.8,24,154,0.0
3,2,2014-01-04,4.4,1.0,2014-06-19,1,0.0,False,71.4,10.54,4.7,166,12,1.0
3,0,2014-01-04,5.0,1.25,2014-02-15,2,100.0,False,0.0,3.25,5.0,42,136,0.0
3,4,2014-01-02,4.5,1.0,2014-05-02,2,0.0,False,52.4,3.24,5.0,120,60,0.0
3,0,2014-01-12,5.0,1.0,2014-06-01,1,0.0,False,80.0,4.98,5.0,140,30,1.0
2,6,2014-01-17,4.4,1.56,2014-05-16,1,22.2,True,22.2,3.15,4.8,119,46,0.0
3,2,2014-01-10,3.5,1.5,2014-06-15,1,50.0,False,50.0,4.94,5.0,156,16,1.0
3,1,2014-01-04,4.0,1.0,2014-01-17,1,0.0,False,100.0,36.01,5.0,13,165,0.0
2,1,2014-01-09,2.5,1.0,2014-04-29,2,0.0,False,100.0,23.49,5.0,110,63,0.0
2,0,2014-01-31,4.3,1.0,2014-03-10,2,0.0,False,66.7,10.21,5.0,38,113,0.0
2,0,2014-01-05,5.0,1.0,2014-04-20,1,0.0,False,40.0,2.6,5.0,105,72,0.0
2,1,2014-01-25,5.0,1.25,2014-03-29,1,100.0,False,0.0,6.05,4.5,63,94,0.0
2,1,2014-01-04,4.9,1.0,2014-01-05,1,0.0,True,0.0,3.01,5.0,1,177,0.0
2,1,2014-01-31,4.9,1.0,2014-02-02,1,0.0,False,0.0,4.66,5.0,2,149,0.0
1,0,2014-01-30,4.5,1.06,2014-05-09,1,25.0,False,75.0,4.81,4.8,99,53,0.0
2,3,2014-01-29,4.8,1.03,2014-06-29,1,5.4,False,54.1,2.21,4.8,151,2,1.0
2,1,2014-01-11,4.9,1.17,2014-05-04,2,33.3,False,66.7,6.12,5.0,113,58,0.0
3,1,2014-01-20,5.0,1.0,2014-03-19,1,0.0,False,75.0,10.37,5.0,58,104,0.0
3,1,2014-01-07,5.0,1.0,2014-01-28,1,0.0,True,100.0,2.42,5.0,21,154,0.0
3,0,2014-01-18,5.0,1.0,2014-06-13,2,0.0,False,100.0,1.89,5.0,146,18,1.0
1,0,2014-01-01,5.0,1.0,2014-06-15,1,0.0,True,0.0,4.44,5.0,165,16,1.0
2,5,2014-01-18,3.9,1.09,2014-06-17,1,10.5,True,63.2,2.61,4.8,150,14,1.0
2,0,2014-01-08,5.0,1.0,2014-04-23,1,0.0,False,100.0,4.46,5.0,105,69,0.0
2,1,2014-01-01,5.0,1.0,2014-01-01,2,0.0,False,100.0,1.02,5.0,0,181,0.0
2,1,2014-01-07,5.0,1.0,2014-01-08,1,0.0,False,100.0,0.0,3.0,1,174,0.0
2,2,2014-01-19,5.0,1.0,2014-01-25,1,0.0,False,0.0,37.11,5.0,6,157,0.0
1,7,2014-01-24,5.0,1.35,2014-06-10,1,36.0,False,84.0,2.3,4.9,137,21,1.0
3,0,2014-01-21,5.0,1.0,2014-04-27,2,0.0,False,0.0,1.45,4.0,96,65,0.0
2,5,2014-01-26,4.8,1.0,2014-01-30,1,0.0,False,100.0,2.47,5.0,4,152,0.0
2,0,2014-01-01,4.9,1.0,2014-02-03,1,0.0,False,100.0,19.8,5.0,33,148,0.0
3,1,2014-01-23,5.0,1.0,2014-04-20,1,0.0,False,0.0,1.82,4.0,87,72,0.0
2,0,2014-01-23,5.0,1.0,2014-06-01,2,0.0,True,66.7,10.49,5.0,129,30,1.0
2,0,2014-01-12,4.0,1.5,2014-05-03,1,25.0,False,50.0,3.99,5.0,111,59,0.0
3,1,2014-01-25,4.0,3.5,2014-02-05,2,100.0,True,100.0,17.89,4.0,11,146,0.0
3,1,2014-01-06,4.0,1.11,2014-06-20,1,18.2,True,81.8,4.61,4.8,165,11,1.0
1,7,2014-01-03,4.8,1.03,2014-06-29,1,5.3,False,63.2,2.6,4.7,177,2,1.0
2,0,2014-01-09,4.0,1.0,2014-06-30,1,0.0,True,100.0,5.01,5.0,172,1,1.0
3,4,2014-01-27,5.0,1.0,2014-04-28,1,0.0,False,100.0,2.42,4.8,91,64,0.0
1,9,2014-01-20,4.7,1.17,2014-05-25,1,25.0,True,66.7,3.55,4.9,125,37,0.0
3,6,2014-01-23,5.0,1.0,2014-07-01,1,0.0,True,67.6,3.06,4.7,159,0,1.0
1,3,2014-01-05,5.0,1.0,2014-06-29,1,0.0,False,42.9,3.3,4.8,175,2,1.0
2,0,2014-01-19,5.0,1.0,2014-05-18,1,0.0,True,0.0,4.67,5.0,119,44,0.0
3,1,2014-01-10,5.0,1.0,2014-02-09,1,0.0,False,0.0,6.28,4.778158195947439,30,142,0.0
2,3,2014-01-18,5.0,1.0,2014-06-26,2,0.0,True,50.0,10.83,5.0,159,5,1.0
3,7,2014-01-02,3.7,1.0,2014-06-27,1,0.0,False,55.2,1.55,4.5,176,4,1.0
3,5,2014-01-05,4.0,1.0,2014-05-28,2,0.0,False,80.0,1.13,4.4,143,34,0.0
2,1,2014-01-17,1.0,1.0,2014-01-18,1,0.0,True,0.0,23.34,4.0,1,164,0.0
2,1,2014-01-23,4.9,1.0,2014-01-23,1,0.0,True,100.0,1.35,4.0,0,159,0.0
3,11,2014-01-26,4.1,1.0,2014-07-01,1,1.9,True,76.9,4.89,4.6,156,0,1.0
2,4,2014-01-07,5.0,1.0,2014-01-11,2,0.0,True,75.0,5.36,5.0,4,171,0.0
1,1,2014-01-18,4.3,1.02,2014-06-19,1,10.0,False,90.0,4.2,5.0,152,12,1.0
2,73,2014-01-27,4.9,1.0,2014-03-05,2,0.0,True,89.7,2.86,4.9,37,118,0.0
2,0,2014-01-17,4.9,1.0,2014-06-02,1,0.0,False,100.0,8.3,5.0,136,29,1.0
2,1,2014-01-18,5.0,1.17,2014-05-25,2,16.7,False,33.3,6.08,5.0,127,37,0.0
1,8,2014-01-31,4.2,1.0,2014-06-25,1,0.0,True,50.0,2.15,4.9,145,6,1.0
3,2,2014-01-30,4.4,1.0,2014-06-22,1,0.0,True,50.0,6.86,4.9,143,9,1.0
3,3,2014-01-01,3.0,1.0,2014-06-28,1,0.0,True,63.6,4.08,4.9,178,3,1.0
3,0,2014-01-20,5.0,1.0,2014-06-23,2,0.0,False,0.0,4.99,5.0,154,8,1.0
2,0,2014-01-04,4.9,1.0,2014-04-06,2,0.0,False,0.0,1.63,5.0,92,86,0.0
1,14,2014-01-07,4.9,1.09,2014-06-29,1,15.9,False,50.0,10.79,4.9,173,2,1.0
2,1,2014-01-03,3.0,1.0,2014-01-08,1,0.0,False,100.0,9.14,5.0,5,174,0.0
2,1,2014-01-19,4.9,1.0,2014-04-14,2,0.0,False,66.7,3.07,5.0,85,78,0.0
2,2,2014-01-25,5.0,1.0,2014-06-11,1,0.0,True,50.0,5.25,5.0,137,20,1.0
1,1,2014-01-09,4.7,1.0,2014-06-17,1,0.0,True,100.0,3.81,5.0,159,14,1.0
2,1,2014-01-09,4.8,1.0,2014-06-29,1,0.0,True,36.4,2.65,5.0,171,2,1.0
3,1,2014-01-01,5.0,1.0,2014-03-29,2,0.0,False,33.3,10.29,3.7,87,94,0.0
3,1,2014-01-08,4.4,1.05,2014-06-28,2,9.1,False,63.6,12.32,4.7,171,3,1.0
2,0,2014-01-07,4.0,1.0,2014-04-09,1,0.0,False,100.0,1.16,4.3,92,83,0.0
3,1,2014-01-10,5.0,1.0,2014-01-11,2,0.0,False,100.0,0.0,5.0,1,171,0.0
2,1,2014-01-10,2.5,1.63,2014-04-17,1,50.0,False,100.0,2.64,5.0,97,75,0.0
3,0,2014-01-14,5.0,1.0,2014-06-10,1,0.0,True,85.7,16.85,5.0,147,21,1.0
2,1,2014-01-11,4.9,2.5,2014-01-12,2,100.0,False,0.0,4.14,5.0,1,170,0.0
2,3,2014-01-15,4.3,1.06,2014-05-23,2,11.1,True,88.9,2.67,4.9,128,39,0.0
3,2,2014-01-07,4.9,1.0,2014-06-15,1,0.0,True,41.2,5.55,4.8,159,16,1.0
1,0,2014-01-17,5.0,1.0,2014-06-23,1,0.0,False,0.0,1.58,5.0,157,8,1.0
2,0,2014-01-25,5.0,1.0,2014-04-03,2,0.0,True,33.3,1.78,5.0,68,89,0.0
3,0,2014-01-21,5.0,1.0,2014-06-05,1,0.0,True,100.0,6.1,4.8,135,26,1.0
3,0,2014-01-10,4.4,1.32,2014-03-16,1,20.0,True,90.0,8.14,4.6,65,107,0.0
2,2,2014-01-16,5.0,1.0,2014-01-17,2,0.0,False,100.0,6.04,4.5,1,165,0.0
3,2,2014-01-19,4.0,1.38,2014-06-28,2,50.0,True,0.0,2.92,5.0,160,3,1.0
2,0,2014-01-26,4.8,1.3,2014-04-20,1,20.0,False,20.0,2.81,4.3,84,72,0.0
3,3,2014-01-11,5.0,1.0,2014-01-12,1,0.0,False,0.0,2.0,5.0,1,170,0.0
2,0,2014-01-31,4.5,1.0,2014-05-25,2,0.0,True,0.0,7.4,5.0,114,37,0.0
2,0,2014-01-12,5.0,1.0,2014-03-27,2,0.0,False,100.0,1.2,4.0,74,96,0.0
1,0,2014-01-25,5.0,1.0,2014-06-06,1,0.0,True,100.0,2.64,5.0,132,25,1.0
3,2,2014-01-10,3.8,1.06,2014-06-30,1,25.0,True,37.5,3.33,4.8,171,1,1.0
1,0,2014-01-10,5.0,1.0,2014-06-11,1,0.0,False,100.0,2.88,5.0,152,20,1.0
3,1,2014-01-17,4.9,1.75,2014-01-18,1,100.0,False,100.0,1.99,5.0,1,164,0.0
3,4,2014-01-19,4.9,1.0,2014-06-28,1,0.0,False,43.8,3.22,4.5,160,3,1.0
3,1,2014-01-02,5.0,1.0,2014-01-03,1,0.0,False,100.0,13.78,5.0,1,179,0.0
2,0,2014-01-07,4.9,1.0,2014-05-31,1,0.0,True,0.0,8.2,5.0,144,31,0.0
1,4,2014-01-18,4.4,1.0,2014-06-13,1,0.0,True,45.5,10.47,4.6,146,18,1.0
1,2,2014-01-18,5.0,1.0,2014-06-08,1,0.0,True,16.7,2.27,5.0,141,23,1.0
3,3,2014-01-01,3.8,1.06,2014-05-25,2,8.3,False,41.7,1.68,4.7,144,37,0.0
1,1,2014-01-26,4.5,1.1,2014-06-25,1,10.0,True,10.0,3.57,4.8,150,6,1.0
1,2,2014-01-17,5.0,1.0,2014-06-23,1,0.0,False,40.0,11.63,4.8,157,8,1.0
3,0,2014-01-16,5.0,1.0,2014-06-21,1,0.0,True,100.0,0.95,5.0,156,10,1.0
1,11,2014-01-04,5.0,1.03,2014-06-24,1,2.3,True,57.5,4.86,4.7,171,7,1.0
3,0,2014-01-14,5.0,1.0,2014-03-28,1,0.0,True,100.0,4.97,5.0,73,95,0.0
3,7,2014-01-25,3.7,1.09,2014-07-01,1,3.8,False,57.7,5.44,4.6,157,0,1.0
3,0,2014-01-11,4.9,1.0,2014-05-21,1,0.0,False,100.0,2.64,5.0,130,41,0.0
2,0,2014-01-10,4.8,1.21,2014-06-29,1,21.4,True,28.6,3.42,5.0,170,2,1.0
1,10,2014-01-05,4.5,1.14,2014-06-16,1,22.9,False,62.9,1.64,4.8,162,15,1.0
3,0,2014-01-18,5.0,1.17,2014-06-28,1,33.3,False,66.7,4.43,4.7,161,3,1.0
3,0,2014-01-31,5.0,1.0,2014-05-24,1,0.0,True,0.0,4.01,5.0,113,38,0.0
3,2,2014-01-21,4.0,1.0,2014-04-10,1,0.0,True,50.0,2.1,4.4,79,82,0.0
3,2,2014-01-24,5.0,1.0,2014-01-25,1,0.0,True,50.0,7.63,5.0,1,157,0.0
3,4,2014-01-31,4.5,1.0,2014-02-02,1,0.0,False,0.0,1.89,4.5,2,149,0.0
3,1,2014-01-26,4.0,1.0,2014-01-27,2,0.0,False,100.0,3.18,5.0,1,155,0.0
3,1,2014-01-20,5.0,1.0,2014-05-18,2,0.0,False,20.0,3.72,5.0,118,44,0.0
2,0,2014-01-11,5.0,1.0,2014-03-28,1,0.0,False,100.0,3.8,4.7,76,95,0.0
2,1,2014-01-12,5.0,1.0,2014-01-19,2,0.0,False,0.0,18.03,5.0,7,163,0.0
2,1,2014-01-14,5.0,1.0,2014-06-01,1,0.0,True,30.0,2.92,4.7,138,30,1.0
1,0,2014-01-12,4.9,1.0,2014-06-25,1,0.0,True,42.9,2.03,4.7,164,6,1.0
2,1,2014-01-04,5.0,1.0,2014-01-04,1,0.0,False,0.0,12.6,5.0,0,178,0.0
1,2,2014-01-31,5.0,1.0,2014-06-20,1,0.0,True,42.9,2.86,5.0,140,11,1.0
1,5,2014-01-05,5.0,1.0,2014-06-28,2,0.0,True,100.0,18.57,5.0,174,3,1.0
2,2,2014-01-11,5.0,1.63,2014-01-12,1,100.0,False,0.0,1.5,3.5,1,170,0.0
3,1,2014-01-06,4.9,1.0,2014-01-07,2,0.0,False,100.0,2.36,5.0,1,175,0.0
3,0,2014-01-20,5.0,1.0,2014-02-22,2,0.0,False,100.0,1.73,5.0,33,129,0.0
2,2,2014-01-30,5.0,1.0,2014-01-31,2,0.0,False,100.0,3.37,3.5,1,151,0.0
3,0,2014-01-24,1.0,1.0,2014-03-14,1,0.0,True,100.0,2.11,5.0,49,109,0.0
2,0,2014-01-09,4.9,1.0,2014-06-17,1,0.0,False,100.0,5.45,5.0,159,14,1.0
3,1,2014-01-14,4.0,1.0,2014-01-15,1,0.0,False,100.0,2.2,5.0,1,167,0.0
3,1,2014-01-31,5.0,1.0,2014-04-06,2,0.0,False,50.0,3.88,5.0,65,86,0.0
2,1,2014-01-07,2.0,1.0,2014-01-15,2,0.0,False,100.0,9.77,5.0,8,167,0.0
2,3,2014-01-25,4.5,1.0,2014-04-06,2,0.0,True,0.0,1.75,5.0,71,86,0.0
1,1,2014-01-17,4.0,1.25,2014-01-18,1,100.0,False,100.0,3.56,5.0,1,164,0.0
2,0,2014-01-28,5.0,1.0,2014-03-18,1,0.0,False,100.0,20.32,5.0,49,105,0.0
1,0,2014-01-05,5.0,1.0,2014-04-19,1,0.0,False,75.0,14.37,5.0,104,73,0.0
2,1,2014-01-30,4.0,1.0,2014-02-25,1,0.0,False,100.0,4.46,2.0,26,126,0.0
2,1,2014-01-15,4.0,1.0,2014-01-27,1,0.0,False,100.0,12.52,5.0,12,155,0.0
2,2,2014-01-02,3.9,1.02,2014-06-13,1,3.5,False,69.0,4.2,4.6,162,18,1.0
3,1,2014-01-28,3.0,1.0,2014-03-17,2,0.0,True,0.0,2.74,4.0,48,106,0.0
3,0,2014-01-01,4.9,1.0,2014-05-06,1,0.0,True,100.0,18.15,5.0,125,56,0.0
1,1,2014-01-04,5.0,1.0,2014-01-05,1,0.0,False,0.0,7.54,5.0,1,177,0.0
3,0,2014-01-15,5.0,1.0,2014-05-25,1,0.0,True,75.0,10.16,5.0,130,37,0.0
3,1,2014-01-01,4.9,1.0,2014-01-26,2,0.0,True,0.0,26.9,5.0,25,156,0.0
1,1,2014-01-01,5.0,1.05,2014-06-08,1,20.0,False,20.0,3.15,3.8,158,23,1.0
3,1,2014-01-19,5.0,1.0,2014-01-19,1,0.0,False,0.0,4.54,5.0,0,163,0.0
3,1,2014-01-11,4.9,1.0,2014-01-14,2,0.0,False,100.0,0.0,5.0,3,168,0.0
3,2,2014-01-11,5.0,1.0,2014-06-23,1,0.0,True,33.3,8.91,5.0,163,8,1.0
3,0,2014-01-23,4.0,1.25,2014-05-17,2,50.0,False,75.0,10.37,4.0,114,45,0.0
3,1,2014-01-29,4.9,1.0,2014-01-29,2,0.0,False,100.0,1.34,5.0,0,153,0.0
3,3,2014-01-25,4.5,1.0,2014-06-25,1,0.0,True,20.0,4.42,4.5,151,6,1.0
3,4,2014-01-12,5.0,1.0,2014-01-16,1,0.0,False,100.0,5.99,3.0,4,166,0.0
1,0,2014-01-09,5.0,1.04,2014-06-21,1,14.3,True,42.9,1.78,5.0,163,10,1.0
3,1,2014-01-29,5.0,1.0,2014-02-21,1,0.0,False,100.0,1.27,5.0,23,130,0.0
3,3,2014-01-27,4.0,1.0,2014-06-11,1,0.0,True,62.5,8.0,4.8,135,20,1.0
3,0,2014-01-08,3.7,2.25,2014-03-02,1,66.7,False,33.3,3.75,5.0,53,121,0.0
3,1,2014-01-26,5.0,2.0,2014-03-03,1,50.0,False,0.0,1.38,4.0,36,120,0.0
3,0,2014-01-16,5.0,1.0,2014-05-16,1,0.0,False,100.0,4.58,5.0,120,46,0.0
3,22,2014-01-11,4.6,1.02,2014-06-29,1,2.7,True,83.8,2.34,4.6,169,2,1.0
1,1,2014-01-17,5.0,1.0,2014-06-27,1,0.0,False,100.0,27.32,5.0,161,4,1.0
3,2,2014-01-27,4.6,1.0,2014-05-20,1,0.0,False,57.1,2.5,4.5,113,42,0.0
1,2,2014-01-12,4.5,1.2,2014-06-29,1,26.1,True,52.2,6.87,5.0,168,2,1.0
3,0,2014-01-06,5.0,1.0,2014-05-12,1,0.0,False,66.7,5.28,5.0,126,50,0.0
2,0,2014-01-09,5.0,1.0,2014-05-27,1,0.0,True,100.0,2.09,5.0,138,35,0.0
3,0,2014-01-22,5.0,1.0,2014-06-18,1,0.0,False,100.0,3.69,5.0,147,13,1.0
2,3,2014-01-19,5.0,1.0,2014-01-26,2,0.0,False,0.0,2.52,5.0,7,156,0.0
3,1,2014-01-24,4.9,1.0,2014-01-26,1,0.0,False,0.0,14.93,5.0,2,156,0.0
2,0,2014-01-06,5.0,1.0,2014-05-09,2,0.0,False,100.0,11.78,5.0,123,53,0.0
3,0,2014-01-14,5.0,1.0,2014-05-14,1,0.0,False,100.0,16.88,3.0,120,48,0.0
1,0,2014-01-17,5.0,1.0,2014-06-29,1,0.0,False,0.0,2.34,5.0,163,2,1.0
3,0,2014-01-10,5.0,1.0,2014-02-10,1,0.0,False,100.0,0.89,3.0,31,141,0.0
3,1,2014-01-18,5.0,1.0,2014-01-19,2,0.0,False,0.0,3.07,5.0,1,163,0.0
2,7,2014-01-18,4.3,1.04,2014-06-20,1,7.1,False,57.1,3.81,4.9,153,11,1.0
3,1,2014-01-24,4.9,1.0,2014-01-24,1,0.0,True,100.0,19.77,4.0,0,158,0.0
1,0,2014-01-11,4.5,1.5,2014-06-27,2,50.0,False,50.0,2.7,4.5,167,4,1.0
3,8,2014-01-06,4.7,1.0,2014-06-28,1,0.0,True,72.2,2.66,4.3,173,3,1.0
3,1,2014-01-20,5.0,1.75,2014-02-16,2,100.0,False,0.0,2.6,5.0,27,135,0.0
1,0,2014-01-28,4.9,1.0,2014-06-14,2,0.0,True,100.0,12.21,5.0,137,17,1.0
3,6,2014-01-19,4.9,1.04,2014-06-29,1,7.7,False,0.0,2.34,4.8,161,2,1.0
3,1,2014-01-25,4.3,1.13,2014-05-18,2,25.0,True,25.0,10.61,5.0,113,44,0.0
1,0,2014-01-18,4.9,1.0,2014-03-31,1,0.0,False,0.0,7.89,5.0,72,92,0.0
2,2,2014-01-29,4.9,1.0,2014-05-05,1,0.0,False,100.0,5.31,5.0,96,57,0.0
3,0,2014-01-18,4.6,1.0,2014-06-29,2,0.0,False,40.0,1.69,5.0,162,2,1.0
2,3,2014-01-24,4.8,1.0,2014-06-28,1,0.0,True,39.1,5.04,4.9,155,3,1.0
1,0,2014-01-24,5.0,1.0,2014-06-28,1,0.0,False,100.0,6.8,5.0,155,3,1.0
3,0,2014-01-06,5.0,1.0,2014-05-22,1,0.0,True,100.0,17.87,5.0,136,40,0.0
2,1,2014-01-18,5.0,1.0,2014-05-17,2,0.0,True,0.0,24.43,5.0,119,45,0.0
1,2,2014-01-25,5.0,1.04,2014-06-30,1,4.9,False,46.3,2.69,4.7,156,1,1.0
3,1,2014-01-06,1.0,1.0,2014-01-06,1,0.0,True,100.0,18.61,2.0,0,176,0.0
3,1,2014-01-28,4.9,1.0,2014-06-12,1,0.0,True,100.0,9.31,4.0,135,19,1.0
3,4,2014-01-19,5.0,1.0,2014-06-29,1,0.0,True,45.5,7.17,4.3,161,2,1.0
3,0,2014-01-05,5.0,1.0,2014-04-30,2,0.0,False,100.0,12.96,5.0,115,62,0.0
3,0,2014-01-24,4.9,1.0,2014-03-26,1,0.0,False,100.0,10.68,5.0,61,97,0.0
3,0,2014-01-01,4.0,1.0,2014-06-29,2,0.0,True,42.9,1.62,5.0,179,2,1.0
2,1,2014-01-24,4.5,1.0,2014-04-16,1,0.0,False,100.0,7.6,5.0,82,76,0.0
1,6,2014-01-26,5.0,1.09,2014-06-28,1,18.2,False,45.5,1.53,4.8,153,3,1.0
2,1,2014-01-18,4.9,1.0,2014-01-18,2,0.0,False,0.0,5.72,5.0,0,164,0.0
2,2,2014-01-26,5.0,1.0,2014-06-21,1,0.0,False,33.3,16.19,4.3,146,10,1.0
2,0,2014-01-10,5.0,1.0,2014-05-26,1,0.0,False,100.0,3.28,5.0,136,36,0.0
1,2,2014-01-20,4.9,1.0,2014-06-16,2,0.0,False,100.0,12.45,4.8,147,15,1.0
2,5,2014-01-25,4.4,1.0,2014-06-26,1,0.0,True,87.5,6.46,4.9,152,5,1.0
3,0,2014-01-01,5.0,1.13,2014-05-18,1,25.0,False,25.0,5.05,4.3,137,44,0.0
2,2,2014-01-22,4.5,1.08,2014-05-16,1,16.7,True,83.3,13.83,4.8,114,46,0.0
2,1,2014-01-08,4.0,1.0,2014-01-09,2,0.0,False,100.0,3.42,5.0,1,173,0.0
3,0,2014-01-30,5.0,1.38,2014-05-04,1,50.0,False,50.0,3.04,5.0,94,58,0.0
3,0,2014-01-11,4.9,1.0,2014-03-27,1,0.0,True,100.0,17.04,5.0,75,96,0.0
3,1,2014-01-26,4.5,1.0,2014-06-21,1,0.0,False,50.0,19.07,5.0,146,10,1.0
1,2,2014-01-08,5.0,1.0,2014-01-09,2,0.0,False,100.0,1.13,5.0,1,173,0.0
2,1,2014-01-04,4.9,1.13,2014-03-28,2,50.0,True,50.0,2.82,4.0,83,95,0.0
3,2,2014-01-26,5.0,1.0,2014-03-03,1,0.0,False,100.0,8.09,5.0,36,120,0.0
1,1,2014-01-24,4.9,1.15,2014-06-25,1,20.0,True,100.0,3.34,5.0,152,6,1.0
1,0,2014-01-01,4.9,1.0,2014-06-01,2,0.0,False,0.0,20.03,5.0,151,30,1.0
2,1,2014-01-16,4.9,1.0,2014-01-17,1,0.0,False,100.0,5.38,5.0,1,165,0.0
